Bait	Prey	Abundance	FCA	log(FCA)	BioGRID	BioGRID2	intAct	intAct2	SP
MTHFR_T34A	P61163	3.7	1.32762556613	1.22	0	0	0	0	0.96
MTHFR	Q15149	15.0	1.85465896821	1.51	0	0	0	0	0.91
MTHFR_38to656	Q15149	26.7	1.93977379697	1.56	0	0	0	0	0.54
MTHFR_T34A	Q15149	4.3	1.38884140509	1.26	0	0	0	0	0.93
MTHFR_38to656	Q12789	0.7	1.02090026971	1.01	0	0	0	0	0.05
MTHFR	Q12788	2.7	1.14634743358	1.1	0	0	0	0	0.55
MTHFR_38to656	Q12788	3.0	1.11144716107	1.08	0	0	0	0	0.58
MTHFR_T34A	Q12788	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q9UNF1	1.0	1.0750029522	1.05	0	0	0	0	0.5
MTHFR_38to656	Q9UNF1	1.3	1.09337570579	1.07	0	0	0	0	0.94
MTHFR_T34A	Q9UNF1	1.0	1.08040997948	1.06	0	0	0	0	0.53
MTHFR	Q2NL82	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q2NL82	1.3	1.04180053943	1.03	0	0	0	0	0.26
MTHFR	Q9HCD5	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	Q9HCD5	1.7	1.05225067428	1.04	0	0	0	0	0.3
MTHFR	Q7Z2W4	3.7	1.3034890643	1.2	0	0	0	0	0.84
MTHFR_38to656	Q7Z2W4	4.0	1.33170228373	1.22	0	0	0	0	0.99
MTHFR_T34A	Q7Z2W4	6.3	1.55115557657	1.35	0	0	0	0	0.99
MTHFR	P04406	7.3	1.06817335897	1.05	0	0	0	0	0.19
MTHFR_38to656	P04406	7.3	1.04252737008	1.03	0	0	0	0	0.17
MTHFR_T34A	P04406	8.0	1.17668575764	1.12	0	0	0	0	0.35
MTHFR_38to656	Q13418	0.7	1.02090026971	1.01	0	0	0	0	0.26
MTHFR_T34A	Q13418	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	P11172	1.3	1.1132586161	1.08	0	0	0	0	0.59
MTHFR_38to656	P11172	1.7	1.10443851638	1.07	0	0	0	0	0.59
MTHFR_T34A	P11172	1.7	1.14536134974	1.1	0	0	0	0	0.89
MTHFR	Q6UN15	0.7	1.03379396844	1.02	0	0	0	0	0.26
MTHFR_38to656	Q6UN15	1.7	1.05225067428	1.04	0	0	0	0	0.29
MTHFR	P30153	5.7	1.41308920958	1.27	0	0	0	0	0.99
MTHFR_38to656	P30153	6.3	1.37189936019	1.25	0	0	0	0	0.96
MTHFR_T34A	P30153	4.3	1.37113267895	1.25	0	0	0	0	0.97
MTHFR	Q9NXE4	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9NXE4	0.7	1.02090026971	1.01	0	0	0	0	0.18
MTHFR	O60925	0.7	1.05613708807	1.04	0	0	0	0	0.3
MTHFR_38to656	O60925	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	O60925	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	P55036	1.3	1.11424305605	1.08	0	0	0	0	0.64
MTHFR_38to656	P55036	1.0	1.0661422993	1.05	0	0	0	0	0.54
MTHFR_T34A	P55036	1.0	1.09150566133	1.06	0	0	0	0	0.57
MTHFR	Q9NZI8	6.0	1.41979907393	1.27	0	0	0	0	0.99
MTHFR_38to656	Q9NZI8	7.7	1.46466239025	1.3	0	0	0	0	0.99
MTHFR_T34A	Q9NZI8	5.3	1.48034706641	1.31	0	0	0	0	0.94
MTHFR	Q15785	3.3	1.25012408077	1.17	0	0	0	0	0.98
MTHFR_38to656	Q15785	2.3	1.19308454835	1.13	0	0	0	0	0.94
MTHFR_T34A	Q15785	3.0	1.2722756652	1.18	0	0	0	0	0.95
MTHFR	Q7L2H7	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	Q7L2H7	1.0	1.03135040457	1.02	0	0	0	0	0.29
MTHFR	Q13573	0.7	1.03379396844	1.02	0	0	0	0	0.26
MTHFR_38to656	Q13573	4.3	1.13585175313	1.09	0	0	0	0	0.32
MTHFR_T34A	Q13573	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR_38to656	Q13427	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR	P62277	11.3	0.745253580875	0.8	0	0	0	0	0.02
MTHFR_38to656	P62277	12.0	0.765827487637	0.82	0	0	0	0	0.02
MTHFR_T34A	P62277	10.7	0.777354713116	0.83	0	0	0	0	0.01
MTHFR_38to656	Q9H5H4	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	P62273	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	P62273	1.0	1.04874635193	1.03	0	0	0	0	0.59
MTHFR_T34A	P62273	1.0	1.09150566133	1.06	0	0	0	0	0.58
MTHFR	Q8NE71	1.3	1.10208705628	1.07	0	0	0	0	0.86
MTHFR_38to656	Q8NE71	1.3	1.07597975842	1.05	0	0	0	0	0.56
MTHFR_T34A	Q8NE71	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q53GS9	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	Q53GS9	1.3	1.04180053943	1.03	0	0	0	0	0.29
MTHFR	O00231	2.7	1.22750167215	1.16	0	0	0	0	0.65
MTHFR_38to656	O00231	2.0	1.1484551945	1.1	0	0	0	0	0.94
MTHFR_T34A	O00231	3.0	1.26117998336	1.18	0	0	0	0	0.95
MTHFR	Q03701	1.0	1.05069095266	1.04	0	0	0	0	0.23
MTHFR_38to656	Q03701	2.3	1.07315094399	1.05	0	0	0	0	0.28
MTHFR	P05023	0.7	1.03379396844	1.02	0	0	0	0	0.22
MTHFR_38to656	P05023	1.0	1.03135040457	1.02	0	0	0	0	0.22
MTHFR	Q07065	7.7	1.5509391142	1.35	0	0	0	0	0.98
MTHFR_38to656	Q07065	4.3	1.20482286686	1.14	0	0	0	0	0.95
MTHFR_T34A	Q07065	3.0	1.24122993844	1.16	0	0	0	0	0.64
MTHFR	P37108	3.7	1.28016150471	1.19	0	0	0	0	0.99
MTHFR_38to656	P37108	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR_T34A	P37108	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	P50991	13.3	1.62472475367	1.39	0	0	0	0	0.41
MTHFR_38to656	P50991	13.7	1.62467044851	1.39	0	0	0	0	0.45
MTHFR_T34A	P50991	13.0	1.73227977735	1.45	0	0	0	0	0.5
MTHFR	P50990	15.3	2.14951778753	1.66	0	0	0	0	1.0
MTHFR_38to656	P50990	13.7	1.94665789568	1.56	0	0	0	0	0.99
MTHFR_T34A	P50990	16.0	2.41298389752	1.77	0	0	0	0	1.0
MTHFR	P05114	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	P05114	2.3	1.09054689136	1.06	0	0	0	0	0.63
MTHFR_38to656	P51153	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	P51153	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q96I25	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	Q96I25	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR	Q9Y2P8	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q9Y2P8	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	O00303	4.7	1.32888357747	1.22	0	0	0	0	0.98
MTHFR_38to656	O00303	5.0	1.39784458303	1.26	0	0	0	0	0.98
MTHFR_T34A	O00303	5.0	1.45379277534	1.3	0	0	0	0	0.98
MTHFR	Q96T37	1.3	1.06758793688	1.05	0	0	0	0	0.25
MTHFR_38to656	Q96T37	2.7	1.08360107885	1.06	0	0	0	0	0.29
MTHFR	O95373	1.7	1.1189840405	1.08	0	0	0	0	0.92
MTHFR_38to656	O95373	1.7	1.08704256901	1.06	0	0	0	0	0.54
MTHFR_T34A	O95373	2.0	1.17116853455	1.12	0	0	0	0	0.93
MTHFR	O95372	1.0	1.08420563211	1.06	0	0	0	0	0.32
MTHFR_38to656	O95372	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	O95372	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR_38to656	P21796	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR_T34A	P21796	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q9BVI4	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	Q9BVI4	2.7	1.08360107885	1.06	0	0	0	0	0.31
MTHFR	Q969X6	1.0	1.05069095266	1.04	0	0	0	0	0.27
MTHFR_38to656	Q969X6	3.3	1.10450134856	1.07	0	0	0	0	0.32
MTHFR	Q86XL3	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	Q86XL3	2.0	1.18324708923	1.13	0	0	0	0	0.83
MTHFR_T34A	Q86XL3	2.3	1.20807140121	1.14	0	0	0	0	0.96
MTHFR	O14579	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_T34A	O14579	1.3	1.12766142173	1.09	0	0	0	0	0.89
MTHFR	P58546	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	P58546	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR_T34A	P58546	1.0	1.08115708574	1.06	0	0	0	0	0.58
MTHFR	P0DMV9	54.0	0.583770574273	0.66	0	0	0	0	0.0
MTHFR_38to656	P0DMV9	47.7	0.533624381477	0.62	0	0	0	0	0.0
MTHFR_T34A	P0DMV9	53.0	0.665349766598	0.74	0	0	0	0	0.0
MTHFR	P0DMV8	54.0	0.583770574273	0.66	0	0	0	0	0.0
MTHFR_38to656	P0DMV8	47.7	0.533624381477	0.62	0	0	0	0	0.0
MTHFR_T34A	P0DMV8	53.0	0.665349766598	0.74	0	0	0	0	0.0
MTHFR	P18621	4.3	1.32315815306	1.22	0	0	0	0	0.97
MTHFR_38to656	P18621	5.7	1.36716968638	1.24	0	0	0	0	0.98
MTHFR_T34A	P18621	4.3	1.38958851135	1.26	0	0	0	0	0.97
MTHFR	P62854	1.7	0.913571692041	0.94	0	0	0	0	0.15
MTHFR_38to656	P62854	1.7	0.927747605366	0.95	0	0	0	0	0.19
MTHFR_T34A	P62854	1.7	0.940214089316	0.96	0	0	0	0	0.28
MTHFR	P78406	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P78406	1.3	1.04180053943	1.03	0	0	0	0	0.3
MTHFR	P52597	1.7	1.09664092087	1.07	0	0	0	0	0.6
MTHFR_38to656	P52597	3.0	1.11144716107	1.08	0	0	0	0	0.62
MTHFR_T34A	P52597	1.3	1.11656573988	1.08	0	0	0	0	0.58
MTHFR	P05204	1.7	0.812299745551	0.86	0	0	0	0	0.16
MTHFR_38to656	P05204	2.3	0.811092784322	0.86	0	0	0	0	0.18
MTHFR_T34A	P05204	0.7	0.779355978583	0.83	0	0	0	0	0.0
MTHFR	P09211	2.7	1.1939869927	1.13	0	0	0	0	0.95
MTHFR_38to656	P09211	2.3	1.15890532936	1.11	0	0	0	0	0.93
MTHFR_T34A	P09211	2.0	1.18077000388	1.12	0	0	0	0	0.91
MTHFR	Q9P289	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9P289	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	Q10570	1.3	1.06758793688	1.05	0	0	0	0	0.23
MTHFR_38to656	Q10570	2.7	1.08360107885	1.06	0	0	0	0	0.27
MTHFR	O15372	1.7	1.13114004027	1.09	0	0	0	0	0.92
MTHFR_38to656	O15372	2.0	1.14906787023	1.1	0	0	0	0	0.95
MTHFR_T34A	O15372	1.7	1.14461424348	1.1	0	0	0	0	0.91
MTHFR	O15371	2.3	1.17709000848	1.12	0	0	0	0	0.96
MTHFR_38to656	O15371	1.3	1.05919648679	1.04	0	0	0	0	0.57
MTHFR_T34A	O15371	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR	Q15029	7.3	1.38290521267	1.25	0	0	0	0	0.47
MTHFR_38to656	Q15029	10.0	1.31350404569	1.21	0	0	0	0	0.33
MTHFR_T34A	Q15029	1.0	1.09001144881	1.06	0	0	0	0	0.5
MTHFR_38to656	Q15024	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR	O00541	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	O00541	2.0	1.06270080914	1.04	0	0	0	0	0.3
MTHFR	Q15021	2.3	1.16493400871	1.11	0	0	0	0	0.96
MTHFR_38to656	Q15021	1.7	1.10382584065	1.07	0	0	0	0	0.93
MTHFR_T34A	Q15021	1.7	1.14536134974	1.1	0	0	0	0	0.81
MTHFR	Q15020	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q15020	0.7	1.02090026971	1.01	0	0	0	0	0.16
MTHFR	Q86V81	2.3	1.13043488931	1.09	0	0	0	0	0.62
MTHFR_38to656	Q86V81	2.7	1.11778029785	1.08	0	0	0	0	0.63
MTHFR_T34A	Q86V81	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR_38to656	P78316	1.0	1.03135040457	1.02	0	0	0	0	0.22
MTHFR	Q9GZL7	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	Q9GZL7	1.7	1.05225067428	1.04	0	0	0	0	0.3
MTHFR_38to656	P35612	0.7	1.02090026971	1.01	0	0	0	0	0.19
MTHFR	P35611	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P35611	1.3	1.04180053943	1.03	0	0	0	0	0.26
MTHFR	O76094	2.3	1.18826156829	1.13	0	0	0	0	0.87
MTHFR_38to656	O76094	1.3	1.09398838152	1.07	0	0	0	0	0.49
MTHFR_T34A	O76094	1.7	1.15496281906	1.11	0	0	0	0	0.9
MTHFR	P17812	2.7	1.21633011233	1.15	0	0	0	0	0.87
MTHFR_38to656	P17812	3.7	1.25289371088	1.17	0	0	0	0	0.99
MTHFR_T34A	P17812	2.3	1.2184199768	1.15	0	0	0	0	0.98
MTHFR	Q14318	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q14318	1.3	1.09398838152	1.07	0	0	0	0	0.56
MTHFR_T34A	Q14318	1.3	1.10845848308	1.08	0	0	0	0	0.56
MTHFR	P62987	8.0	1.00195982125	1.0	0	0	0	0	0.28
MTHFR_38to656	P62987	8.7	0.978544522152	0.98	0	0	0	0	0.36
MTHFR_T34A	P62987	6.7	0.992269991292	0.99	0	0	0	0	0.22
MTHFR_38to656	Q14315	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P08670	40.0	0.604210787394	0.68	0	0	0	0	0.0
MTHFR_38to656	P08670	43.3	0.586231396968	0.67	0	0	0	0	0.0
MTHFR_T34A	P08670	27.7	0.59768253965	0.68	0	0	0	0	0.0
MTHFR	P32969	7.3	0.776810637746	0.83	0	0	0	0	0.08
MTHFR_38to656	P32969	6.0	0.746805500307	0.8	0	0	0	0	0.07
MTHFR_T34A	P32969	7.3	0.83097403804	0.87	0	0	0	0	0.04
MTHFR	O43818	1.7	1.0844849211	1.06	0	0	0	0	0.31
MTHFR_38to656	O43818	2.0	1.06270080914	1.04	0	0	0	0	0.31
MTHFR	P16615	8.0	1.64800589704	1.4	0	0	0	0	0.96
MTHFR_38to656	P16615	7.0	1.54813780473	1.35	0	0	0	0	0.99
MTHFR_T34A	P16615	10.0	1.84261658417	1.51	0	0	0	0	0.98
MTHFR	Q92797	1.7	1.0844849211	1.06	0	0	0	0	0.28
MTHFR_38to656	Q92797	1.7	1.05225067428	1.04	0	0	0	0	0.25
MTHFR	P22234	3.7	1.26800550495	1.18	0	0	0	0	0.98
MTHFR_38to656	P22234	3.0	1.2145974938	1.15	0	0	0	0	0.97
MTHFR_T34A	P22234	4.3	1.37998704202	1.25	0	0	0	0	0.96
MTHFR	P04792	4.3	1.07761379035	1.05	0	0	0	0	0.24
MTHFR_38to656	P04792	4.7	1.08467438264	1.06	0	0	0	0	0.25
MTHFR_T34A	P04792	5.3	1.17503393368	1.12	0	0	0	0	0.41
MTHFR	Q9Y3B4	2.3	1.15474688885	1.11	0	0	0	0	0.63
MTHFR_38to656	Q9Y3B4	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR_T34A	Q9Y3B4	2.0	1.1903714732	1.13	0	0	0	0	0.63
MTHFR	Q96JH7	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_T34A	Q96JH7	1.0	1.09001144881	1.06	0	0	0	0	0.43
MTHFR	Q9Y3B9	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9Y3B9	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR_38to656	O75683	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	Q8N766	6.7	1.5357317209	1.34	0	0	0	0	0.98
MTHFR_38to656	Q8N766	2.7	1.22154330631	1.15	0	0	0	0	0.95
MTHFR_T34A	Q8N766	4.3	1.38073414828	1.25	0	0	0	0	0.97
MTHFR	Q09666	2.3	1.11827888954	1.08	0	0	0	0	0.06
MTHFR_38to656	Q09666	5.7	1.17765229256	1.12	0	0	0	0	0.16
MTHFR_T34A	Q09666	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR_38to656	Q8TEW0	0.7	0.834559303246	0.88	0	0	0	0	0.3
MTHFR	P27348	1.3	1.10208705628	1.07	0	0	0	0	0.92
MTHFR_38to656	P27348	2.0	1.13167192287	1.09	0	0	0	0	0.93
MTHFR_T34A	P27348	2.0	1.16156706522	1.11	0	0	0	0	0.62
MTHFR	Q9BQE3	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9BQE3	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9BQE3	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q14444	1.3	1.11227417614	1.08	0	0	0	0	0.32
MTHFR_38to656	Q14444	1.7	1.10443851638	1.07	0	0	0	0	0.57
MTHFR_T34A	Q14444	1.3	1.10845848308	1.08	0	0	0	0	0.51
MTHFR	Q5VTE0	10.0	0.610860304589	0.69	0	0	0	0	0.01
MTHFR_38to656	Q5VTE0	8.3	0.568358823556	0.65	0	0	0	0	0.01
MTHFR_T34A	Q5VTE0	9.3	0.641823528519	0.72	0	0	0	0	0.01
MTHFR_38to656	Q68CQ4	1.3	1.04180053943	1.03	0	0	0	0	0.26
MTHFR	Q6UWE0	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q6UWE0	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q6UWE0	1.0	1.08115708574	1.06	0	0	0	0	0.49
MTHFR	Q99496	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q99496	1.0	1.03135040457	1.02	0	0	0	0	0.29
MTHFR	Q99497	0.3	0.710372941543	0.77	0	0	0	0	0.03
MTHFR_T34A	Q99497	0.7	0.738331752033	0.8	0	0	0	0	0.04
MTHFR	Q9UH99	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9UH99	0.7	1.02090026971	1.01	0	0	0	0	0.21
MTHFR	O95573	1.3	1.11424305605	1.08	0	0	0	0	0.61
MTHFR_38to656	O95573	0.7	1.02090026971	1.01	0	0	0	0	0.21
MTHFR_T34A	O95573	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR_38to656	O14976	0.7	1.05569216444	1.04	0	0	0	0	0.26
MTHFR_T34A	O14976	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q8WUM4	1.7	1.14231160009	1.1	0	0	0	0	0.6
MTHFR_38to656	Q8WUM4	1.0	1.04874635193	1.03	0	0	0	0	0.47
MTHFR_T34A	Q8WUM4	1.7	1.13426566789	1.09	0	0	0	0	0.58
MTHFR	O14979	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	O14979	2.7	1.10099702622	1.07	0	0	0	0	0.63
MTHFR_T34A	O14979	0.7	1.07380573332	1.05	0	0	0	0	0.3
MTHFR	Q8WUM0	1.7	1.0844849211	1.06	0	0	0	0	0.27
MTHFR_38to656	Q8WUM0	4.7	1.14630188799	1.1	0	0	0	0	0.32
MTHFR	Q99567	1.3	1.06758793688	1.05	0	0	0	0	0.28
MTHFR_38to656	Q99567	1.3	1.04180053943	1.03	0	0	0	0	0.26
MTHFR	Q9H9A6	1.0	1.08715895197	1.06	0	0	0	0	0.31
MTHFR_38to656	Q9H9A6	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	Q9H9A6	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR_38to656	Q96RN5	0.7	1.02090026971	1.01	0	0	0	0	0.17
MTHFR	Q9NYH9	0.7	1.03379396844	1.02	0	0	0	0	0.24
MTHFR_38to656	Q9NYH9	2.0	1.06270080914	1.04	0	0	0	0	0.3
MTHFR	Q05519	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	Q05519	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	Q8IWZ3	1.0	1.08519007206	1.06	0	0	0	0	0.21
MTHFR_38to656	Q8IWZ3	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q8IWZ3	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	P11387	4.7	0.577340231606	0.66	0	0	0	0	0.0
MTHFR_38to656	P11387	4.7	0.532670143942	0.62	0	0	0	0	0.0
MTHFR_T34A	P11387	1.0	0.511444965735	0.6	0	0	0	0	0.0
MTHFR	Q9UG63	1.3	1.10307149623	1.07	0	0	0	0	0.9
MTHFR_38to656	Q9UG63	2.0	1.14906787023	1.1	0	0	0	0	0.93
MTHFR_T34A	Q9UG63	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q14684	1.3	1.06758793688	1.05	0	0	0	0	0.29
MTHFR_38to656	Q14684	2.3	1.07315094399	1.05	0	0	0	0	0.3
MTHFR	P11388	4.7	1.23655777909	1.16	0	0	0	0	0.33
MTHFR_38to656	P11388	8.0	1.25080323655	1.17	0	0	0	0	0.32
MTHFR	Q14683	5.0	1.26561076308	1.18	0	0	0	0	0.48
MTHFR_38to656	Q14683	6.7	1.20900269713	1.14	0	0	0	0	0.33
MTHFR_T34A	Q14683	1.3	1.11731284614	1.08	0	0	0	0	0.86
MTHFR	P06493	3.3	1.01792880416	1.01	0	0	0	0	0.18
MTHFR_38to656	P06493	4.0	1.00028951663	1.0	0	0	0	0	0.17
MTHFR_T34A	P06493	4.0	1.090509661	1.06	0	0	0	0	0.23
MTHFR	P07305	1.3	1.09091549647	1.06	0	0	0	0	0.93
MTHFR_38to656	P07305	1.7	1.10382584065	1.07	0	0	0	0	0.92
MTHFR_T34A	P07305	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q13409	1.3	1.09091549647	1.06	0	0	0	0	0.93
MTHFR_38to656	Q13409	1.0	1.0661422993	1.05	0	0	0	0	0.49
MTHFR_T34A	Q13409	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	P63208	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	P63208	1.3	1.09337570579	1.07	0	0	0	0	0.93
MTHFR_T34A	P63208	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q49A26	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	Q49A26	1.7	1.05225067428	1.04	0	0	0	0	0.29
MTHFR	P47914	1.7	1.11996848045	1.08	0	0	0	0	0.92
MTHFR_38to656	P47914	1.7	1.12122178801	1.08	0	0	0	0	0.93
MTHFR_T34A	P47914	1.3	1.11731284614	1.08	0	0	0	0	0.88
MTHFR	Q8WXI9	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q8WXI9	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	Q9UN37	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9UN37	0.3	1.04462935385	1.03	0	0	0	0	0.0
MTHFR_T34A	Q9UN37	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q9NXF1	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	Q9NXF1	3.3	1.10450134856	1.07	0	0	0	0	0.31
MTHFR	Q9UBQ0	1.7	1.13114004027	1.09	0	0	0	0	0.93
MTHFR_38to656	Q9UBQ0	1.0	1.04874635193	1.03	0	0	0	0	0.59
MTHFR_T34A	Q9UBQ0	0.7	1.05310858215	1.04	0	0	0	0	0.3
MTHFR_38to656	Q13547	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	Q16204	1.0	1.07303407229	1.05	0	0	0	0	0.55
MTHFR_38to656	Q16204	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q16204	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P62241	5.7	0.848182444768	0.89	0	0	0	0	0.14
MTHFR_38to656	P62241	6.7	0.895281985841	0.92	0	0	0	0	0.19
MTHFR_T34A	P62241	5.7	0.90308508595	0.93	0	0	0	0	0.11
MTHFR	Q9NY93	0.7	1.03379396844	1.02	0	0	0	0	0.26
MTHFR_38to656	Q9NY93	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR	P62244	3.3	0.57792515854	0.66	0	0	0	0	0.0
MTHFR_38to656	P62244	4.3	0.599977912581	0.68	0	0	0	0	0.01
MTHFR_T34A	P62244	4.3	0.632332938552	0.71	0	0	0	0	0.0
MTHFR	Q96CT7	1.0	1.08519007206	1.06	0	0	0	0	0.62
MTHFR_38to656	Q96CT7	1.0	1.04874635193	1.03	0	0	0	0	0.6
MTHFR_T34A	Q96CT7	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q96F86	1.3	1.07974393665	1.06	0	0	0	0	0.57
MTHFR_38to656	Q96F86	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR_T34A	Q96F86	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P50454	1.0	0.747468903281	0.81	0	0	0	0	0.03
MTHFR_38to656	P50454	0.7	0.722513844957	0.78	0	0	0	0	0.03
MTHFR_T34A	P50454	1.0	0.755879099063	0.81	0	0	0	0	0.01
MTHFR	P62249	6.7	0.444172042615	0.53	0	0	0	0	0.0
MTHFR_38to656	P62249	8.3	0.450677091421	0.54	0	0	0	0	0.0
MTHFR_T34A	P62249	7.0	0.473384061965	0.56	0	0	0	0	0.0
MTHFR	P12236	0.7	0.854670092152	0.89	0	0	0	0	0.0
MTHFR_38to656	P12236	1.0	0.897272682442	0.92	0	0	0	0	0.12
MTHFR_T34A	P12236	1.0	0.897357429352	0.92	0	0	0	0	0.14
MTHFR_38to656	P12235	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q96J01	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q96J01	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q8WWM7	3.3	1.26326452049	1.18	0	0	0	0	0.96
MTHFR_38to656	Q8WWM7	3.0	1.16363500317	1.11	0	0	0	0	0.6
MTHFR_T34A	Q8WWM7	2.7	1.2242771167	1.15	0	0	0	0	0.92
MTHFR	Q9UBC2	0.7	1.03379396844	1.02	0	0	0	0	0.21
MTHFR_38to656	Q9UBC2	1.0	1.04874635193	1.03	0	0	0	0	0.49
MTHFR_T34A	Q9UBC2	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	P61204	2.0	1.16019302426	1.11	0	0	0	0	0.92
